Od,Aleket_cnt,Commends
1532.0,1,
1533.0,1,
1534.0,1,
1535.0,1,
1536.0,1,
1537.0,1,
1538.0,1,
1539.0,1,
1540.0,1,
1541.0,1,
1542.0,1,
1543.0,1,
1544.0,1,
1545.0,1,
1546.0,1,
1547.0,1,
1548.0,1,
1549.0,1,
1550.0,1,
1551.0,1,
1552.0,1,
1553.0,1,
1554.0,1,
1555.0,1,
1556.0,0,
1557.0,0,
1558.0,0,
1559.0,0,
1560.0,0,
1561.0,0,
1562.0,0,
1563.0,0,
1564.0,0,
1565.0,1,
1566.0,0,
1567.0,0,
1568.0,0,
1569.0,0,
1570.0,0,
1571.0,0,
1572.0,0,
1573.0,0,
1574.0,0,
1575.0,0,
1576.0,0,
1577.0,0,
1578.0,1,
1579.0,0,
1580.0,0,
1581.0,1,
1582.0,1,
1583.0,1,
1584.0,1,
1585.0,0,
1586.0,0,
1587.0,0,
1588.0,0,
1589.0,0,
1590.0,0,
1591.0,0,
1592.0,0,
1593.0,0,
1594.0,0,
1595.0,0,
1596.0,0,
1597.0,0,
1598.0,1,
1599.0,1,
1600.0,1,
1601.0,1,
1602.0,1,
1603.0,0,
1604.0,0,
1605.0,0,
1606.0,0,
1607.0,0,
1608.0,1,
1609.0,1,
1610.0,1,
1611.0,1,
1612.0,1,
1613.0,1,
1614.0,1,
1615.0,1,
1616.0,1,
1617.0,1,
1618.0,1,
1619.0,1,
1620.0,0,
1621.0,0,
1622.0,1,
1623.0,0,
1624.0,1,
1625.0,1,
1626.0,1,
1627.0,1,
1628.0,1,
1629.0,1,
1630.0,1,
1631.0,0,
1632.0,0,
1633.0,0,
1634.0,1,
1635.0,1,
1636.0,0,
1637.0,0,
1638.0,0,
1639.0,0,
1640.0,0,
1641.0,0,
1642.0,0,
1643.0,0,
1644.0,0,
1645.0,1,
1646.0,0,
1647.0,0,
1648.0,0,
1649.0,1,
1650.0,0,
1651.0,0,
1652.0,1,
1653.0,0,
1654.0,0,
1655.0,1,
1656.0,0,
1657.0,1,
1658.0,1,
1659.0,0,
1660.0,0,
1661.0,1,
1662.0,1,
1663.0,1,
1664.0,1,
1665.0,0,
1666.0,1,
1667.0,1,
1668.0,1,
1669.0,1,
1670.0,1,
1671.0,1,
1672.0,1,
1673.0,1,
1674.0,1,
1675.0,0,
1676.0,1,
1677.0,1,
1678.0,1,
1679.0,1,
1680.0,1,
1681.0,1,
1682.0,1,
1683.0,1,
1684.0,0,Risus demege
1685.0,0,
1686.0,0,
1687.0,0,
1688.0,0,
1689.0,0,
1690.0,0,
1691.0,0,
1692.0,0,
1693.0,0,
1694.0,0,
1695.0,0,
1696.0,0,
1697.0,0,
1698.0,0,
1699.0,0,
1700.0,0,
1701.0,0,
1702.0,0,
1703.0,0,
1704.0,0,
1705.0,0,
1706.0,0,
1707.0,0,
1708.0,0,
1709.0,0,Include water lines
1710.0,0,
1711.0,0,
1712.0,0,
1713.0,0,
1714.0,0,
1715.0,0,
