Directory,Filename,RapidEye_Grid_ID,Acquisition_Date,Field_Name
data/raw_chips,3654024_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654024,2011-05-16,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_Kemach_W_2012
data/raw_chips,3654024_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654024,2011-05-16,Boundary_Fields_Baseline_2011 — Eden_gimel
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Maale_gilboa_makruz_2011
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_hamra_vav
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_Kemach_W_2012
data/raw_chips,3654024_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654024,2011-05-19,Boundary_Fields_Baseline_2011 — Eden_gimel
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Maale_gilboa_makruz_2011
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_hamra_vav
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_Kemach_W_2012
data/raw_chips,3654024_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654024,2011-05-29,Boundary_Fields_Baseline_2011 — Eden_gimel
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Maale_gilboa_makruz_2011
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Mesilot_mafrek_E_2011
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Mesilot_um_savisa_2011
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_hamra_vav
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_Kemach_W_2012
data/raw_chips,3654024_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654024,2011-06-06,Boundary_Fields_Baseline_2011 — Eden_gimel
data/raw_chips,3654123_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654123,2011-05-10,Boundary_Fields_Addition_2010-12 — Kfar_horash_2011
data/raw_chips,3654123_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654123,2011-05-10,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654123_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654123,2011-05-16,Boundary_Fields_Addition_2010-12 — Kfar_horash_2011
data/raw_chips,3654123_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654123,2011-05-16,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654123_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654123,2011-05-29,Boundary_Fields_Addition_2010-12 — Kfar_horash_2011
data/raw_chips,3654123_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654123,2011-06-06,Boundary_Fields_Addition_2010-12 — Kfar_horash_2011
data/raw_chips,3654123_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654123,2011-06-06,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654123_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654123,2011-06-24,Boundary_Fields_Addition_2010-12 — Kfar_horash_2011
data/raw_chips,3654123_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654123,2011-06-24,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654124_2010-04-07_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-07,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2010-04-07_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-07,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2010-04-07_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-07,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2010-04-07_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-07,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2010-04-12_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-12,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2010-04-12_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-12,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2010-04-12_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-12,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2010-04-12_RE3_3A_Analytic_SR_clip.tif,3654124,2010-04-12,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2010-04-16_RE2_3A_Analytic_SR_clip.tif,3654124,2010-04-16,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2010-04-16_RE2_3A_Analytic_SR_clip.tif,3654124,2010-04-16,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2010-04-16_RE2_3A_Analytic_SR_clip.tif,3654124,2010-04-16,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2010-04-16_RE2_3A_Analytic_SR_clip.tif,3654124,2010-04-16,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2010-04-16_RE2_3A_Analytic_SR_clip.tif,3654124,2010-04-16,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2010-04-16_RE2_3A_Analytic_SR_clip.tif,3654124,2010-04-16,fields_2010 — Geva
data/raw_chips,3654124_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-10,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-10,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-10,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-10,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-10,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2011-05-10_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-10,fields_2010 — Geva
data/raw_chips,3654124_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654124,2011-05-16,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654124,2011-05-16,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654124,2011-05-16,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654124,2011-05-16,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654124,2011-05-16,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2011-05-16_RE1_3A_Analytic_SR_clip.tif,3654124,2011-05-16,fields_2010 — Geva
data/raw_chips,3654124_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-29,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-29,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-29,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-29,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-29,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2011-05-29_RE5_3A_Analytic_SR_clip.tif,3654124,2011-05-29,fields_2010 — Geva
data/raw_chips,3654124_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654124,2011-06-06,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654124,2011-06-06,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654124,2011-06-06,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654124,2011-06-06,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654124,2011-06-06,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654124,2011-06-06,fields_2010 — Geva
data/raw_chips,3654124_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654124,2011-06-24,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654124,2011-06-24,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654124,2011-06-24,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654124,2011-06-24,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654124,2011-06-24,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654124,2011-06-24,fields_2010 — Geva
data/raw_chips,3654124_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654124,2012-05-12,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654124,2012-05-12,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654124,2012-05-12,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654124,2012-05-12,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654124,2012-05-12,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654124,2012-05-12,fields_2010 — Geva
data/raw_chips,3654124_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654124,2012-06-16,Boundary_Fields_Addition_2010-12 — EHI_tet_2012
data/raw_chips,3654124_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654124,2012-06-16,Boundary_Fields_Addition_2010-12 — Geva_13_2012
data/raw_chips,3654124_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654124,2012-06-16,Boundary_Fields_Baseline_2011 — EHI_ablek_south
data/raw_chips,3654124_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654124,2012-06-16,fields_2010 — EHI_emek_d_points
data/raw_chips,3654124_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654124,2012-06-16,fields_2010 — EHI_hey_points
data/raw_chips,3654124_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654124,2012-06-16,fields_2010 — Geva
data/raw_chips,3654223_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654223,2011-05-19,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654223,2011-05-19,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654223,2011-05-19,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654223,2011-05-19,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2011-05-19_RE4_3A_Analytic_SR_clip.tif,3654223,2011-05-19,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2011-05-27_RE3_3A_Analytic_SR_clip.tif,3654223,2011-05-27,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2011-05-27_RE3_3A_Analytic_SR_clip.tif,3654223,2011-05-27,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2011-05-27_RE3_3A_Analytic_SR_clip.tif,3654223,2011-05-27,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2011-05-27_RE3_3A_Analytic_SR_clip.tif,3654223,2011-05-27,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2011-05-27_RE3_3A_Analytic_SR_clip.tif,3654223,2011-05-27,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2011-05-31_RE2_3A_Analytic_SR_clip.tif,3654223,2011-05-31,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2011-05-31_RE2_3A_Analytic_SR_clip.tif,3654223,2011-05-31,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2011-05-31_RE2_3A_Analytic_SR_clip.tif,3654223,2011-05-31,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2011-05-31_RE2_3A_Analytic_SR_clip.tif,3654223,2011-05-31,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2011-05-31_RE2_3A_Analytic_SR_clip.tif,3654223,2011-05-31,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654223,2011-06-06,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654223,2011-06-06,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654223,2011-06-06,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654223,2011-06-06,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2011-06-06_RE3_3A_Analytic_SR_clip.tif,3654223,2011-06-06,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654223,2011-06-24,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654223,2011-06-24,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654223,2011-06-24,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654223,2011-06-24,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654223,2011-06-24,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654223,2011-07-15,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654223,2011-07-15,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654223,2011-07-15,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654223,2011-07-15,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654223,2011-07-15,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654223,2012-05-12,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654223,2012-05-12,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654223,2012-05-12,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654223,2012-05-12,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2012-05-12_RE1_3A_Analytic_SR_clip.tif,3654223,2012-05-12,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654223_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654223,2012-06-16,Boundary_Fields_Addition_2010-12 — Yaen_31_2012
data/raw_chips,3654223_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654223,2012-06-16,Boundary_Fields_Baseline_2011 — Reem_bialik_west
data/raw_chips,3654223_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654223,2012-06-16,Boundary_Fields_Baseline_2011 — Reem_damon_5
data/raw_chips,3654223_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654223,2012-06-16,Boundary_Fields_Baseline_2011 — Yaen_kavnoa
data/raw_chips,3654223_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654223,2012-06-16,Boundary_Fields_Baseline_2011 — Yagur_buki
data/raw_chips,3654425_2011-06-17_RE5_3A_Analytic_SR_clip.tif,3654425,2011-06-17,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2011-06-17_RE5_3A_Analytic_SR_clip.tif,3654425,2011-06-17,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
data/raw_chips,3654425_2011-06-17_RE5_3A_Analytic_SR_clip.tif,3654425,2011-06-17,Boundary_Fields_Addition_2010-12 — Kfar_blum_rekiak_E_2012
data/raw_chips,3654425_2011-06-17_RE5_3A_Analytic_SR_clip.tif,3654425,2011-06-17,Boundary_Fields_Baseline_2011 — HavatGadash_30
data/raw_chips,3654425_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654425,2011-06-24,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654425,2011-06-24,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
data/raw_chips,3654425_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654425,2011-06-24,Boundary_Fields_Addition_2010-12 — Kfar_blum_rekiak_E_2012
data/raw_chips,3654425_2011-06-24_RE2_3A_Analytic_SR_clip.tif,3654425,2011-06-24,Boundary_Fields_Baseline_2011 — HavatGadash_30
data/raw_chips,3654425_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654425,2011-07-15,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654425,2011-07-15,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
data/raw_chips,3654425_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654425,2011-07-15,Boundary_Fields_Addition_2010-12 — Kfar_blum_rekiak_E_2012
data/raw_chips,3654425_2011-07-15_RE4_3A_Analytic_SR_clip.tif,3654425,2011-07-15,Boundary_Fields_Baseline_2011 — HavatGadash_30
data/raw_chips,3654425_2011-07-25_RE5_3A_Analytic_SR_clip.tif,3654425,2011-07-25,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2011-07-25_RE5_3A_Analytic_SR_clip.tif,3654425,2011-07-25,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
data/raw_chips,3654425_2011-07-25_RE5_3A_Analytic_SR_clip.tif,3654425,2011-07-25,Boundary_Fields_Addition_2010-12 — Kfar_blum_rekiak_E_2012
data/raw_chips,3654425_2011-07-25_RE5_3A_Analytic_SR_clip.tif,3654425,2011-07-25,Boundary_Fields_Baseline_2011 — HavatGadash_30
data/raw_chips,3654425_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654425,2012-06-16,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654425,2012-06-16,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
data/raw_chips,3654425_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654425,2012-06-16,Boundary_Fields_Addition_2010-12 — Kfar_blum_rekiak_E_2012
data/raw_chips,3654425_2012-06-16_RE3_3A_Analytic_SR_clip.tif,3654425,2012-06-16,Boundary_Fields_Baseline_2011 — HavatGadash_30
data/raw_chips,3654425_2012-06-20_RE2_3A_Analytic_SR_clip.tif,3654425,2012-06-20,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2012-06-20_RE2_3A_Analytic_SR_clip.tif,3654425,2012-06-20,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
data/raw_chips,3654425_2012-06-20_RE2_3A_Analytic_SR_clip.tif,3654425,2012-06-20,Boundary_Fields_Addition_2010-12 — Kfar_blum_rekiak_E_2012
data/raw_chips,3654425_2012-06-20_RE2_3A_Analytic_SR_clip.tif,3654425,2012-06-20,Boundary_Fields_Baseline_2011 — HavatGadash_30
data/raw_chips,3654425_2012-07-25_RE4_3A_Analytic_SR_clip.tif,3654425,2012-07-25,Boundary_Fields_Addition_2010-12 — Havat_Gadash_2_2012
data/raw_chips,3654425_2012-07-25_RE4_3A_Analytic_SR_clip.tif,3654425,2012-07-25,Boundary_Fields_Addition_2010-12 — Kfar_blum_b_2011
