Od,image1,image2,image3,image4,image5,image6,image7,image8
386,1,1,0,0,1,0,0,1
387,1,1,0,0,1,0,0,1
388,1,1,0,0,1,0,0,1
389,1,1,0,0,1,0,0,1
390,1,1,0,0,1,0,0,1
391,1,1,0,0,1,0,0,1
392,1,1,0,0,1,0,0,1
393,1,1,0,0,1,0,0,1
394,1,1,0,0,1,0,0,1
395,1,1,0,0,1,0,0,1
396,1,1,0,0,1,0,0,1
397,1,1,0,0,1,0,0,1
398,1,1,0,0,1,0,0,1
399,1,1,0,0,1,0,0,1
400,1,1,0,0,1,0,0,1
401,1,1,0,0,1,0,0,1
402,1,1,0,0,1,0,0,1
403,1,1,0,0,1,0,0,1
404,1,1,0,0,1,0,0,1
405,1,1,0,0,1,0,0,1
406,1,1,0,0,1,0,0,1
407,1,1,0,0,1,0,0,1
408,1,1,0,0,1,0,0,1
409,1,1,0,0,1,0,0,1
410,1,1,0,0,1,0,0,1
411,1,1,0,0,1,0,0,1
412,1,1,0,0,1,0,0,1
413,1,1,0,0,1,0,0,1
415,1,1,0,0,1,0,0,1
416,1,1,0,0,1,0,0,1
417,1,1,0,0,1,0,0,1
418,1,1,0,0,1,0,0,1
419,1,1,0,0,1,0,0,1
420,1,1,0,0,1,0,0,1
421,1,1,0,0,1,0,0,1
422,1,1,0,0,1,0,0,1
423,1,1,0,0,1,0,0,1
424,1,1,0,0,1,0,0,1
425,1,1,0,0,1,0,0,1
426,1,1,0,0,1,0,0,1
427,1,1,0,0,1,0,0,1
428,1,1,0,0,1,0,0,1
429,1,1,0,0,1,0,0,1
430,1,1,0,0,1,0,0,1
431,1,1,0,0,1,0,0,1
432,1,1,0,0,1,0,0,1
433,1,1,0,0,1,0,0,1
434,1,1,0,0,1,0,0,1
435,1,1,0,0,1,0,0,1
436,1,1,0,0,1,0,0,1
437,1,1,0,0,1,0,0,1
438,1,1,0,0,1,0,0,1
439,1,1,0,0,1,0,0,1
440,1,1,0,0,1,0,0,1
441,1,1,0,0,1,0,0,1
442,1,1,0,0,1,0,0,1
443,1,1,0,0,1,0,0,1
444,1,1,0,0,1,0,0,1
445,1,1,0,0,1,0,0,1
446,1,1,0,0,1,0,0,1
447,1,1,0,0,1,0,0,1
448,1,1,0,0,1,0,0,1
449,1,1,0,0,1,0,0,1
450,1,1,0,0,1,0,0,1
451,1,1,0,0,1,0,0,1
452,1,1,0,0,1,0,0,1
453,1,1,0,0,1,0,0,1
454,1,1,0,0,1,0,0,1
455,1,1,0,0,1,0,0,1
456,1,1,0,0,1,0,0,1
457,1,1,0,0,1,0,0,1
458,1,1,0,0,1,0,0,1
459,1,1,0,0,1,0,0,1
460,1,1,0,0,1,0,0,1
461,1,1,0,0,1,0,0,1
462,1,1,0,0,1,0,0,1
463,1,1,0,0,1,0,0,1
464,1,1,0,0,1,0,0,1
465,1,1,0,0,1,0,0,1
466,1,1,0,0,1,0,0,1
467,1,1,0,0,1,0,0,1
468,1,1,0,0,1,0,0,1
469,1,1,0,0,1,0,0,1
470,1,1,0,0,1,0,0,1
471,1,1,0,0,1,0,0,1
472,1,1,0,0,1,0,0,1
473,1,1,0,0,1,0,0,1
474,1,1,0,0,1,0,0,1
475,1,1,0,0,1,0,0,1
476,1,1,0,0,1,0,0,1
477,1,1,0,0,1,0,0,1
478,1,1,0,0,1,0,0,1
479,1,1,0,0,1,0,0,1
480,1,1,0,0,1,0,0,1
481,1,1,0,0,1,0,0,1
482,1,1,0,0,1,0,0,1
483,1,1,0,0,1,0,0,1
484,1,1,0,0,1,0,0,1
485,1,1,0,0,1,0,0,1
486,1,1,0,0,1,0,0,1
487,1,1,0,0,1,0,0,1
488,1,1,0,0,1,0,0,1
489,1,1,0,0,1,0,0,1
490,1,1,0,0,1,0,0,1
491,1,1,0,0,1,0,0,1
492,1,1,0,0,1,0,0,1
493,1,1,0,0,1,0,0,1
494,1,1,0,0,1,0,0,1
495,1,1,0,0,1,0,0,1
496,1,1,0,0,1,0,0,1
497,1,1,0,0,1,0,0,1
498,1,1,0,0,1,0,0,1
499,1,1,0,0,1,0,0,1
500,1,1,0,0,1,0,0,1
501,1,1,0,0,1,0,0,1
502,1,1,0,0,1,0,0,1
503,1,1,0,0,1,0,0,1
504,1,1,0,0,1,0,0,1
505,1,1,0,0,1,0,0,1
506,1,1,0,0,1,0,0,1
507,1,1,0,0,1,0,0,1
508,1,1,0,0,1,0,0,1
509,1,1,0,0,1,0,0,1
510,1,1,0,0,1,0,0,1
511,1,1,0,0,1,0,0,1
512,1,1,0,0,1,0,0,1
513,1,1,0,0,1,0,0,1
514,1,1,0,0,1,0,0,1
515,1,1,0,0,1,0,0,1
516,1,1,0,0,1,0,0,1
517,1,1,0,0,1,0,0,1
518,1,1,0,0,1,0,0,1
519,1,1,0,0,1,0,0,1
520,1,1,0,0,1,0,0,1
521,1,1,0,0,1,0,0,1
522,1,1,0,0,1,0,0,1
523,1,1,0,0,1,0,0,1
524,1,1,0,0,1,0,0,1
525,1,1,0,0,1,0,0,1
526,1,1,0,0,1,0,0,1
527,1,1,0,0,1,0,0,1
528,1,1,0,0,1,0,0,1
529,1,1,0,0,1,0,0,1
530,1,1,0,0,1,0,0,1
531,1,1,0,0,1,0,0,1
532,1,1,0,0,1,0,0,1
533,1,1,0,0,1,0,0,1
534,1,1,0,0,1,0,0,1
535,1,1,0,0,1,0,0,1
536,1,1,0,0,1,0,0,1
537,1,1,0,0,1,0,0,1
538,1,1,0,0,1,0,0,1
539,1,1,0,0,1,0,0,1
540,1,1,0,0,1,0,0,1
541,1,1,0,0,1,0,0,1
542,1,1,0,0,1,0,0,1
543,1,1,0,0,1,0,0,1
544,1,1,0,0,1,0,0,1
545,1,1,0,0,1,0,0,1
546,1,1,0,0,1,0,0,1
547,1,1,0,0,1,0,0,1
548,1,1,0,0,1,0,0,1
549,1,1,0,0,1,0,0,1
550,1,1,0,0,1,0,0,1
551,1,1,0,0,1,0,0,1
552,1,1,0,0,1,0,0,1
553,1,1,0,0,1,0,0,1
554,1,1,0,0,1,0,0,1
555,1,1,0,0,1,0,0,1
556,1,1,0,0,1,0,0,1
557,1,1,0,0,1,0,0,1
558,1,1,0,0,1,0,0,1
559,1,1,0,0,1,0,0,1
560,1,1,0,0,1,0,0,1
561,1,1,0,0,1,0,0,1
562,1,1,0,0,1,0,0,1
563,1,1,0,0,1,0,0,1
564,1,1,0,0,1,0,0,1
565,1,1,0,0,1,0,0,1
566,1,1,0,0,1,0,0,1
567,1,1,0,0,1,0,0,1
568,1,1,0,0,1,0,0,1
569,1,1,0,0,1,0,0,1
570,1,1,0,0,1,0,0,1
571,1,1,0,0,1,0,0,1
572,1,1,0,0,1,0,0,1
573,1,1,0,0,1,0,0,1
574,1,1,0,0,1,0,0,1
575,1,1,0,0,1,0,0,1
576,1,1,0,0,1,0,0,1
577,1,1,0,0,1,0,0,1
578,1,1,0,0,1,0,0,1
579,1,1,0,0,1,0,0,1
580,1,1,0,0,1,0,0,1
581,1,1,0,0,1,0,0,1
582,1,1,0,0,1,0,0,1
583,1,1,0,0,1,0,0,1
