Id,image1,image2,image3,image4,image5,image6,image7,image8
37246.0,0,0,0,0,0,0,0,0
37248.0,0,0,0,0,0,0,0,0
27249.0,0,0,0,0,0,0,0,0
37250.0,0,0,0,0,0,0,0,0
37251.0,0,0,0,0,0,0,0,0
37252.0,0,0,0,0,0,0,0,0
37253.0,0,0,0,0,0,0,0,0
37254.0,0,0,0,0,0,0,0,0
37255.0,0,0,0,0,0,0,0,0
37256.0,0,0,0,0,0,0,0,0
37257.0,0,0,0,0,0,0,0,0
37258.0,0,0,0,0,0,0,0,0
37259.0,0,0,0,0,0,0,0,0
37260.0,0,0,0,0,0,0,0,0
37261.0,0,0,0,0,0,0,0,0
37262.0,0,0,0,0,0,0,0,0
37263.0,0,0,0,0,0,0,0,0
37264.0,0,0,0,0,0,0,0,0
37265.0,0,0,0,0,0,0,0,0
37296.0,0,0,0,0,0,0,0,0
37267.0,0,0,0,0,0,0,0,0
37268.0,0,0,0,0,0,0,0,0
37269.0,0,0,0,0,0,0,0,0
27270.0,0,0,0,0,0,0,0,0
37271.0,0,0,0,0,0,0,0,0
37272.0,0,0,0,0,0,0,0,0
37173.0,0,0,0,0,0,0,0,0
37174.0,0,0,0,0,0,0,0,0
37175.0,0,0,0,0,0,0,0,0
37176.0,0,0,0,0,0,0,0,0
37177.0,0,0,0,0,0,0,0,0
37278.0,0,0,0,0,0,0,0,0
37279.0,0,0,0,0,0,0,0,0
37280.0,0,0,0,0,0,0,0,0
37281.0,0,0,0,0,0,0,0,0
37282.0,0,0,0,0,0,0,0,0
37283.0,0,0,0,0,0,0,0,0
37284.0,0,0,0,0,0,0,0,0
37285.0,0,0,0,0,0,0,0,0
37286.0,0,0,0,0,0,0,0,0
37287.0,0,0,0,0,0,0,0,0
37288.0,0,0,0,0,0,0,0,0
37289.0,0,0,0,0,0,0,0,0
37290.0,0,0,0,0,0,0,0,0
37291.0,0,0,0,0,0,0,0,0
37292.0,0,0,0,0,0,0,0,0
37293.0,0,0,0,0,0,0,0,0
37294.0,0,0,0,0,0,0,0,0
37295.0,0,0,0,0,0,0,0,0
37296.0,0,0,0,0,0,0,0,0
37297.0,0,0,0,0,0,0,0,0
37298.0,0,0,0,0,0,0,0,0
37299.0,0,0,0,0,0,0,0,0
37300.0,0,0,0,0,0,0,0,0
37301.0,0,0,0,0,0,0,0,0
37302.0,0,0,0,0,0,0,0,0
37303.0,0,0,0,0,0,0,0,0
37304.0,0,0,0,0,0,0,0,0
37305.0,0,0,0,0,0,0,0,0
37306.0,0,0,0,0,0,0,0,0
37307.0,0,0,0,0,0,0,0,0
37308.0,0,0,0,0,0,0,0,0
37308.0,0,0,0,0,0,0,0,0
37310.0,0,0,0,0,0,0,0,0
37211.0,0,0,0,0,0,0,0,0
37312.0,0,0,0,0,0,0,0,0
37313.0,0,0,0,0,0,0,0,0
37314.0,0,0,0,0,0,0,0,0
37315.0,0,0,0,0,0,0,0,0
37316.0,0,0,0,0,0,0,0,0
37317.0,0,0,0,0,0,0,0,0
37318.0,0,0,0,0,0,0,0,0
37319.0,0,0,0,0,0,0,0,0
37320.0,0,0,0,0,0,0,0,0
37321.0,0,0,0,0,0,0,0,0
37322.0,0,0,0,0,0,0,0,0
37323.0,0,0,0,0,0,0,0,0
37324.0,0,0,0,0,0,0,0,0
37325.0,0,0,0,0,0,0,0,0
37326.0,0,0,0,0,0,0,0,0
37327.0,0,0,0,0,0,0,0,0
37328.0,0,0,0,0,0,0,0,0
37329.0,0,0,0,0,0,0,0,0
37330.0,0,0,0,0,0,0,0,0
37331.0,0,0,0,0,0,0,0,0
37332.0,0,0,0,0,0,0,0,0
37333.0,0,0,0,0,0,0,0,0
37334.0,0,0,0,0,0,0,0,0
37335.0,0,0,0,0,0,0,0,0
37336.0,0,0,0,0,0,0,0,0
37337.0,0,0,0,0,0,0,0,0
37338.0,0,0,0,0,0,0,0,0
37339.0,0,0,0,0,0,0,0,0
37340.0,0,0,0,0,0,0,0,0
37341.0,0,0,0,0,0,0,0,0
37342.0,0,0,0,0,0,0,0,0
37343.0,0,0,0,0,0,0,0,0
37344.0,0,0,0,0,0,0,0,0
37347.0,0,0,0,0,0,0,0,0
37345.0,0,0,0,0,0,0,0,0
37347.0,0,0,0,0,0,0,0,0
37348.0,0,0,0,0,0,0,0,0
37349.0,0,0,0,0,0,0,0,0
3750.0,0,0,0,0,0,0,0,0
37351.0,0,0,0,0,0,0,0,0
37352.0,0,0,0,0,0,0,0,0
37353.0,0,0,0,0,0,0,0,0
37354.0,0,0,0,0,0,0,0,0
37355.0,0,0,0,0,0,0,0,0
37356.0,0,0,0,0,0,0,0,0
37357.0,0,0,0,0,0,0,0,0
37358.0,0,0,0,0,0,0,0,0
37359.0,0,0,0,0,0,0,0,0
37360.0,0,0,0,0,0,0,0,0
37361.0,0,0,0,0,0,0,0,0
37362.0,0,0,0,0,0,0,0,0
37373.0,0,0,0,0,0,0,0,0
37374.0,0,0,0,0,0,0,0,0
